1, 1
100, 5
101, 0
102, 0
103, 0
105, 0
106, 0
107, 0
109, 0
11, 2
110, 0
111, 2
112, 2
113, 2
114, 2
115, 2
118, 2
119, 2
12, 2
120, 2
14, 2
15, 2
16, 2
17, 2
19, 2
2, 1
20, 2
21, 1
22, 1
24, 1
25, 1
26, 1
27, 1
28, 1
3, 1
30, 1
32, 2
33, 2
34, 2
35, 2
36, 2
38, 2
39, 2
4, 1
40, 2
41, 1
42, 1
45, 1
46, 1
47, 1
48, 1
49, 1
5, 1
50, 1
51, 1
52, 1
53, 1
54, 1
55, 1
57, 1
59, 1
6, 1
60, 1
61, 2
62, 2
63, 2
66, 2
67, 2
68, 2
69, 2
70, 2
72, 4
73, 4
74, 4
75, 4
76, 4
77, 4
79, 4
8, 1
80, 3
83, 3
84, 3
85, 3
86, 3
87, 3
88, 3
89, 3
9, 1
90, 3
91, 5
92, 5
93, 5
94, 5
95, 5
97, 5
98, 5
