1, 1
10, 1
100, 5
101, 5
102, 5
108, 3
109, 3
11, 1
111, 3
112, 3
113, 3
115, 3
116, 0
118, 0
119, 0
12, 1
120, 0
121, 0
123, 0
124, 0
125, 0
126, 0
127, 0
13, 1
130, 0
131, 0
132, 0
14, 1
17, 1
18, 1
19, 1
2, 1
20, 1
22, 1
23, 1
24, 1
26, 1
27, 1
28, 1
3, 1
33, 1
34, 1
35, 1
36, 1
37, 1
38, 1
39, 1
4, 1
40, 1
41, 1
44, 2
45, 2
46, 2
47, 2
5, 1
51, 2
53, 2
54, 2
56, 2
58, 2
59, 2
6, 1
60, 2
64, 2
66, 4
67, 4
68, 4
69, 4
7, 1
70, 4
72, 4
73, 4
75, 2
76, 2
78, 2
79, 2
8, 1
80, 2
81, 2
82, 2
83, 2
84, 2
85, 2
86, 2
87, 2
88, 2
89, 2
9, 1
90, 2
91, 2
92, 2
93, 2
94, 2
95, 2
96, 2
97, 5
98, 5
99, 5
