3,1
4,1
7,1
8,1
9,1
11,1
13,1
14,1
17,1
21,1
22,1
23,1
25,1
26,1
27,1
31,1
34,1
38,1
44,1
45,1
46,1
49,1
51,1
52,1
57,1
59,1
60,1
61,1
62,1
63,1
67,1
68,1
70,1
71,1
72,1
74,1
76,1
78,1
79,1
82,1
85,1
86,1
87,1
88,1
89,1
92,2
95,2
96,2
97,2
98,2
100,2
103,2
106,2
107,2
108,2
109,2
112,2
113,2
116,2
117,2
119,2
120,2
122,2
124,2
128,2
130,2
135,2
136,2
138,2
140,2
143,2
144,2
146,2
152,3
153,3
155,3
157,3
158,3
160,3
164,3
165,3
167,3
168,3
170,3
172,3
176,3
177,3
180,3
182,3
185,3
186,3
187,3
189,3
191,2
192,2
195,2
197,2
201,2
203,2
204,2
205,2
207,2
208,2
209,2
210,2
211,2
214,2
215,2
216,2
219,2
227,4
228,4
230,4
231,4
233,4
234,4
235,4
236,4
239,4
240,4
243,4
244,4
246,4
247,4
250,4
251,4
252,4
253,4
256,4
257,4
261,5
262,5
264,5
265,5
266,5
269,5
271,5
273,5
275,5
277,5
280,5
281,5
287,5
289,5
290,5
293,0
296,0
299,0
301,0
302,0
304,0
305,0
307,0
308,0
313,0
314,0
315,0
317,0
318,0
319,0
